id,year,month,day,1st,2nd,3rd,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
1707,2002,1,13,2808,3733,6163,1227,2851,2996,3586,4655,5726,5863,6257,6986,8534,596,806,1481,2168,2353,2780,3422,4660,5842,8449
1708,2002,1,16,9747,4826,6977,110,1022,2196,3405,6778,8851,9124,9286,9738,9918,1080,1736,2577,6681,6766,6807,6845,6884,9656,9892
1709,2002,1,19,481,8229,1047,763,2591,3035,5453,5820,6050,7262,7928,8239,8759,924,1060,2168,3095,3415,4120,5340,7302,8045,9425
1710,2002,1,20,6449,1588,9513,2473,4234,4277,5414,5838,5992,7332,7566,7686,8800,1057,3443,3512,3978,4916,6427,7625,9244,9837,9925
1711,2002,1,23,8465,6982,8768,547,991,1131,3099,3343,4123,4208,4369,7499,9478,262,287,1012,1640,4662,4984,7357,8141,8744,8929
1712,2002,1,26,1641,1919,334,135,371,1521,4000,5615,6064,6071,7483,9068,9578,469,2113,3849,4447,4684,8678,8679,8903,9408,9805
1713,2002,1,27,8905,5633,4002,816,1816,2815,3120,3668,4189,5453,5834,6000,9949,995,1042,2473,2973,4524,4660,7086,7186,8001,8938
1714,2002,1,30,6526,9215,491,184,1914,3331,3500,7052,7056,7579,8309,9320,9486,1100,1818,2676,3081,4514,4874,5096,5848,8266,9167
1715,2002,2,2,6561,3039,8760,501,1677,2562,3947,4903,6043,6651,6839,6971,9617,6,786,2657,3364,4212,5061,5882,7036,7234,8282
1716,2002,2,3,1537,3392,4073,1360,1515,1992,2004,3633,4228,4297,7539,8901,9611,2450,2577,2595,3664,3798,4936,6988,8686,8955,9452
1717,2002,2,6,5894,6116,8007,3200,4242,6623,6904,7382,7757,8225,8670,8844,8859,3528,4106,5307,8228,8433,8474,8477,9431,9712,9722
1718,2002,2,9,8784,9213,6116,941,1318,1507,2031,2369,3401,7127,8219,8648,9799,595,1390,1580,3021,3929,4675,4985,5774,6783,7265
1719,2002,2,10,1697,774,6283,37,115,342,2360,2446,2744,3244,5123,6037,8418,644,856,1344,1565,2797,3312,5470,6706,8102,9539
1720,2002,2,13,5502,8990,8977,640,1514,2160,2765,3372,3450,3509,4096,4387,7403,1225,1990,2674,2752,3678,4526,6832,8604,8669,9264
1721,2002,2,16,2422,566,3421,46,1483,2125,3682,3849,7360,7548,8193,8279,9499,70,305,1084,3859,4447,6744,6972,9030,9172,9524
1722,2002,2,17,9323,8172,4064,3814,3819,4185,4356,4731,5039,8125,9164,9561,9972,1099,1374,2398,3467,3589,5103,6056,6303,6423,8255
1723,2002,2,20,4557,3800,4330,368,460,520,1453,2316,3013,5164,5806,7746,8974,716,1267,2422,6324,6350,6619,6756,6927,7344,8174
1724,2002,2,23,2251,293,1108,1304,3179,4049,4332,5171,5266,6822,7410,8089,8638,757,2638,3236,3413,3572,3789,5594,6413,9685,9978
1725,2002,2,24,5157,8628,8115,461,1106,1732,2801,3396,4993,5248,5278,6633,6722,3269,3390,5147,5357,5569,7337,7754,7908,9239,9517
1726,2002,2,27,7514,8718,4880,215,1153,1428,1529,3548,4088,6018,6117,7828,8356,60,494,1529,2565,2631,5101,7297,7785,8212,9796
1727,2002,3,2,8529,7294,7766,625,1105,1728,2904,3683,4401,7055,7950,8091,9552,408,1032,2205,2569,3340,6977,8140,8901,8910,9858
1728,2002,3,3,1630,6178,2456,2342,2617,2902,3317,4237,5648,7145,8189,8396,9267,369,631,2573,3505,5340,6328,6563,6857,8458,8591
1729,2002,3,6,2433,9672,6753,1257,1769,2484,3730,4641,7392,8889,9617,9840,9926,843,998,1515,2359,2842,3221,4868,4966,6522,8067
1730,2002,3,9,9720,4096,5698,758,970,1147,1805,4612,5414,6184,7275,7706,9756,2359,2537,4104,4673,6020,6295,6467,7642,7981,8266
1731,2002,3,10,7440,1231,8045,793,1708,2718,3381,3812,4603,7064,7631,9288,9964,2585,3573,4053,4650,5716,7602,8387,8641,9069,9847
1732,2002,3,13,7188,8721,3950,134,424,1070,1120,2631,2980,3727,4114,8749,9941,1251,2554,2691,3148,4078,5015,5167,6273,7462,7838
1733,2002,3,16,8425,2919,5205,1203,1517,3422,3498,4172,4624,6895,8229,8660,9621,110,236,1381,3065,5031,6127,6832,7695,8134,8448
1734,2002,3,17,3256,835,1461,1127,2136,4578,4872,7452,8586,8698,9615,9655,9827,2048,3719,4386,4688,5343,6175,6198,6211,7072,9771
1735,2002,3,20,5991,5688,6028,208,1453,1913,2204,3122,4526,5011,7296,8643,9274,16,42,241,3505,5573,5960,6844,6951,9433,9558
1736,2002,3,23,5659,7184,1553,740,1243,2861,2875,3620,4353,6656,6906,9659,9760,889,968,1437,1878,5254,5626,6561,6649,9235,9703
1737,2002,3,24,2946,6635,515,2328,2635,4606,4752,4979,7287,7780,8829,9221,9495,3164,3620,4096,5226,5598,6106,6423,7175,8340,9417
1738,2002,3,27,446,5889,2336,165,2385,2588,2634,3218,3662,6058,6741,7209,9591,607,1797,2540,2548,4692,6180,8091,9071,9184,9284
1739,2002,3,30,7394,4994,8241,393,422,3701,5623,6367,6761,7569,8311,9526,9759,823,1240,3683,5179,5316,5483,6735,6740,7536,8193
1740,2002,3,31,8137,7319,1191,1717,2212,2664,4015,4436,5161,5269,8275,9096,9361,1097,3553,6312,6438,7040,8089,8301,8685,9173,9323
1741,2002,4,3,1386,9240,1618,1117,1889,1960,4009,4642,5604,7620,7847,8316,8430,644,2012,5188,5299,5567,5579,5606,6901,7619,8883
1742,2002,4,6,646,3924,1351,1429,3496,6087,6314,6688,7686,7757,8061,9857,9900,546,2247,2671,3428,3894,4404,4553,5257,8312,9703
1743,2002,4,7,3209,2957,977,987,4028,5562,6575,8173,8568,8737,9013,9468,9724,3021,3632,3674,3746,4828,4872,5496,5584,6835,9129
1744,2002,4,10,3887,5453,3096,85,722,2908,3081,4306,4377,4445,6588,6633,6790,1238,2366,2988,4413,5109,7348,8420,9579,9813,9967
1745,2002,4,13,2664,8436,5041,703,1745,2646,2682,2689,7057,8283,8591,8809,8853,874,975,2071,2893,4258,5149,6714,7091,8966,9847
1746,2002,4,14,8532,6128,6814,327,1054,2720,3655,3874,4308,4487,4570,7152,8881,215,1253,2238,3014,5872,6640,6865,7359,7905,8548
1747,2002,4,17,1700,3053,8701,1049,1228,1325,4652,5164,5272,5590,7213,8748,9109,610,1882,3329,4536,5232,5693,5766,6926,7533,9727
1748,2002,4,20,9914,3754,5440,243,1759,2220,2678,3475,5870,6455,7678,9279,9541,1122,1335,2618,2716,6226,8133,8169,8372,9523,9680
1749,2002,4,21,1340,7849,728,682,1768,1857,3045,3850,5659,6197,6334,8207,9892,45,65,700,728,1223,2070,2775,3708,5329,7026
1750,2002,4,24,6763,3639,6465,1102,1412,1453,2790,3429,3711,6209,6744,7327,9271,900,1829,1936,2696,4285,4712,5117,5232,7518,9321
1751,2002,4,27,3320,4785,4026,1466,1906,2194,3811,3847,5228,8264,8634,8704,9149,1137,2192,4265,4709,7085,7411,7438,8597,9202,9552
1752,2002,4,28,135,7074,9581,579,3044,4717,4803,6854,7280,7789,8744,9140,9248,17,702,817,3285,4966,7004,7371,8330,8575,8647
1753,2002,5,1,3500,9186,541,83,3083,5765,5810,6263,7444,7482,7923,8005,8642,619,837,1980,3526,3880,5689,7954,9027,9288,9831
1754,2002,5,4,5724,6031,5633,1633,1857,3134,3653,3870,5704,7575,9302,9759,9901,756,3832,5513,6216,6334,7065,7578,7641,8433,8823
1755,2002,5,5,9669,7537,1174,26,2224,3311,4667,4753,5438,7824,8479,9270,9533,190,449,1231,1640,4705,5413,7441,8932,9077,9559
1756,2002,5,8,5230,1573,7022,804,1800,1988,3669,4579,7302,7472,8787,8978,9951,2040,2115,2946,3029,4390,5332,6538,8598,8853,9988
1757,2002,5,11,1020,4361,1658,1449,3340,3483,3527,4147,5538,8327,8955,9201,9964,1686,1976,2416,2852,3898,4316,5175,6102,6794,9192
1758,2002,5,12,8706,8317,6343,76,971,1786,3764,5498,7469,7523,8152,8841,9555,260,1448,1759,2756,3565,5332,6313,7652,8244,8607
1759,2002,5,15,5470,1422,6257,397,2007,3551,4117,4249,6424,7258,7823,8685,9240,714,1092,1148,3359,3606,5351,7361,7898,8994,9789
1760,2002,5,18,9516,6758,9139,1259,3702,4149,4421,6088,8244,9151,9342,9651,9858,847,2181,2267,3202,3358,3756,5423,6183,9397,9912
1761,2002,5,19,4527,6724,3149,509,635,3658,5255,6174,6438,6950,7359,7792,9313,969,1473,2924,5051,5142,5437,5625,6283,7589,8129
1762,2002,5,22,5676,3424,7077,134,1591,1990,2024,2390,3491,3811,4172,5790,6777,897,2070,3405,4077,5689,6751,7032,8589,8640,8883
1763,2002,5,25,7437,8247,7696,2241,4214,4506,4754,4944,5093,6036,8559,8943,9176,532,568,1735,2582,2590,4052,4348,6209,6688,6727
1764,2002,5,26,4685,3586,3260,431,3012,3515,4213,4915,6111,6133,6741,7443,7961,7,647,715,1117,2606,3280,3741,7272,8959,9519
1765,2002,5,29,4060,2239,5019,1470,2555,3406,4798,5306,6069,6702,8107,9514,9925,1726,1926,2237,4372,5009,6133,6155,7224,7530,7639
1766,2002,6,1,5227,7191,3925,2120,2223,3404,3884,4335,5568,5798,5949,6329,7761,139,201,820,2905,4325,4728,7650,7687,9470,9937
1767,2002,6,2,9480,2184,1717,782,2449,3136,5096,5720,5760,6430,6607,8425,9261,2292,2331,2813,4312,4979,5553,5790,6084,6830,9746
1768,2002,6,5,2883,9271,1645,199,1342,2614,3667,3840,4087,5893,6138,6556,9503,941,1883,2861,3346,3661,4124,5140,5201,5805,8825
1769,2002,6,8,8291,5320,9339,107,1421,5093,5164,5578,5654,6797,8639,9077,9857,2380,2728,3203,3962,4015,4252,4727,5443,6332,9098
1770,2002,6,9,5460,1462,6628,686,932,4093,4365,5394,5429,5676,6819,7322,8191,152,309,2053,2486,3498,4998,8046,8277,9320,9772
1771,2002,6,12,164,780,8671,2344,2914,4046,4525,4926,5997,7218,7664,7936,9759,604,1326,2478,3999,4796,4930,8117,8311,8950,9002
1772,2002,6,15,3798,6201,950,972,1413,1560,3451,3482,6054,6513,9085,9618,9864,1189,1451,2111,2297,2843,2944,3686,6893,8390,9948
1773,2002,6,16,5467,3963,954,483,2668,3260,4409,4410,4439,6704,8593,9205,9694,834,1114,1580,3351,7101,7465,7477,8846,8908,8974
1774,2002,6,19,9188,1730,5735,494,985,1741,2314,2490,4453,7626,7671,7681,8477,705,932,2281,5142,6076,6476,6513,6717,8831,9800
1775,2002,6,22,5266,4757,3959,205,922,1294,3195,4443,4750,5194,6265,7509,9635,164,3549,4131,5807,5927,6534,6709,8336,8481,9082
1776,2002,6,23,3279,280,2275,123,1171,1416,2826,4944,6333,8169,8257,8558,9759,160,186,1160,1232,1596,1757,2221,2894,6094,8085
1777,2002,6,26,1113,8282,1356,29,686,1804,2639,3912,4500,5954,6568,8210,9827,1381,3949,4128,5009,5506,6269,6497,6661,6721,7640
1778,2002,6,29,7980,6434,9040,41,493,983,2977,3696,4017,5333,5502,7359,9290,2775,3082,3113,4097,4227,4594,6467,6896,7395,8190
1779,2002,6,30,8790,2604,8345,144,424,1345,2668,3319,3708,5453,6877,7799,8683,914,1764,3151,3176,3585,4310,5662,5939,7366,9966
1780,2002,7,3,8862,2222,1236,196,920,1570,2337,2955,5098,8056,8817,8947,8995,2093,2685,3701,5632,5727,6640,6689,7427,7726,9657
1781,2002,7,6,2853,3268,1481,991,2379,2548,2608,2699,3445,5639,5697,8496,8905,948,1162,2714,3113,4111,4319,6133,6283,9186,9691
1782,2002,7,7,7716,4725,435,257,564,1040,3866,4357,4490,6323,6723,7942,8680,229,404,909,1262,1540,2932,3048,4046,6895,9660
1783,2002,7,10,2448,2369,6501,1161,2742,3231,4815,5179,6306,7637,9086,9208,9348,1437,1628,2859,3306,3753,3835,3851,4844,5640,6998
1784,2002,7,13,7064,8933,5813,1154,1454,1627,1671,2955,3156,4338,5825,6215,7001,1679,2872,4039,5080,7295,7601,8140,8702,9190,9244
1785,2002,7,14,7883,4497,7149,157,506,1478,1904,2904,3508,3773,6706,7884,8558,313,2464,2796,3318,5833,5899,6903,6911,9070,9168
1786,2002,7,17,751,1281,5489,134,1039,3706,4085,4190,4892,5281,5997,6952,7032,1207,1222,4200,7039,7665,7727,7838,8716,9188,9595
1787,2002,7,20,4154,4866,1925,94,851,1636,2165,2257,4639,5649,6370,9039,9782,24,1109,2638,2850,3201,4112,4132,5584,7310,9843
1788,2002,7,21,4997,5549,3656,1156,2414,2940,2990,3378,3871,5136,5826,6426,9538,683,1023,1873,2697,3332,4127,4642,6101,7772,9621
1789,2002,7,24,4950,1927,1671,1412,4013,4042,5470,6157,6390,6604,7518,7855,8719,1679,2796,2835,3722,3967,3995,4259,6750,8133,8360
1790,2002,7,27,9406,7219,6978,795,882,1027,3239,3326,5150,6003,6471,8312,9433,442,1020,3609,4402,5584,5637,6660,7484,9018,9226
1791,2002,7,28,7841,9392,3582,834,1040,2320,2614,3624,3750,5169,6494,8304,9444,578,812,3498,4356,7635,8074,8290,9225,9483,9627
1792,2002,7,31,462,1893,2244,184,922,1930,3115,3585,3935,4460,4539,4807,6644,1770,3316,3399,3973,4349,5143,6004,6389,7471,8464
1793,2002,8,3,5306,700,9208,1621,2055,3170,3650,5696,6760,6828,6856,7057,7695,357,429,1434,2897,3745,4777,4864,6737,6823,8227
1794,2002,8,4,8354,1634,3017,1055,1289,4302,4985,5215,7192,7519,8669,9220,9891,445,1131,1141,1759,1850,2350,3126,3698,3923,9843
1795,2002,8,7,4391,4000,8739,1246,2104,2372,2980,3969,5204,5784,7600,8244,9952,1811,2622,2871,2980,5822,6155,7055,7662,7781,8835
1796,2002,8,10,5852,7857,7459,1162,2444,3307,3747,3751,5016,5120,6621,8180,8511,2515,4696,5777,6008,6827,6839,7848,8033,8632,9052
1797,2002,8,11,1112,6090,9567,183,1731,2193,2727,2993,3707,3818,4809,5124,5173,821,1471,4057,4236,7532,7677,8043,8109,9046,9918
1798,2002,8,14,1487,387,4170,586,996,3858,4584,4655,5380,5409,7008,7082,7900,993,1841,2749,3403,5237,5896,6893,7314,7421,7754
1799,2002,8,17,7029,1918,7607,1060,2274,2348,4174,6103,6543,7383,7932,9722,9953,252,619,1333,1791,2523,5522,8741,8905,8931,9150
1800,2002,8,18,6065,2180,3431,670,1461,1931,2017,3891,3938,4295,5779,7561,8708,834,2295,2299,3172,4152,4632,6315,6648,7239,8347
1801,2002,8,21,9579,6015,6586,154,1105,1132,2160,2810,5106,5423,7266,7501,8253,103,820,1376,1880,5369,5882,7615,8183,8361,8775
1802,2002,8,24,718,9204,3407,712,1527,1728,2152,2412,3109,5905,6880,9192,9722,1350,4193,4206,5044,5971,6487,7252,8335,8585,8596
1803,2002,8,25,1158,2823,5810,1312,3200,5377,6347,6693,7447,7932,8599,8658,8799,303,681,997,4323,4956,5986,8085,9043,9144,9369
1804,2002,8,28,9351,9931,9882,993,1497,2409,3541,3626,6220,6412,6926,9733,9754,456,532,1373,2193,2399,5469,7387,8366,9586,9896
1805,2002,8,31,6600,2232,3308,1196,3023,3362,4527,4905,5451,6193,6676,8818,9652,1030,3690,4681,5718,5850,7502,7520,8872,9231,9361
1806,2002,9,1,7721,7390,3483,46,3311,4355,5639,5952,6908,7989,8407,8928,9092,1825,1953,3084,4683,6034,7068,7440,7834,8034,9129
1807,2002,9,4,5084,8636,2537,422,1777,2353,2697,5805,7175,7265,7345,7693,7797,456,2160,2596,3447,3708,4577,7585,8793,9240,9784
1808,2002,9,7,1592,8522,1013,966,1820,2639,4461,5158,5317,5987,6599,7953,8323,1165,1391,2406,2785,3952,4205,4239,5586,5640,9736
1809,2002,9,8,8162,422,6686,142,2066,2207,3665,4553,4881,6047,7142,7470,8423,605,824,1657,3322,3578,5002,6105,8116,8562,8795
1810,2002,9,11,7115,5546,9225,3099,3228,3285,4685,5698,5744,6770,6831,7145,8564,1839,1908,3284,3929,5226,7478,7875,9013,9570,9572
1811,2002,9,14,5788,2937,5884,388,673,1300,2972,3009,3682,4450,4602,5626,6999,0,761,3704,5030,5951,6126,6343,7256,9496,9924
1812,2002,9,15,3617,3185,8876,322,595,2938,4656,5227,6341,7006,8336,8946,9623,679,1459,1560,3107,4065,4874,5282,5782,7591,9501
1813,2002,9,18,4227,2678,8529,549,986,2056,3207,4390,4545,4642,5536,7779,9974,549,2190,3587,4039,5843,6323,6523,7275,7993,9649
1814,2002,9,21,5458,8019,9522,877,3117,4025,5976,6047,6254,8407,8962,9702,9836,60,225,1286,1476,1773,4926,6320,7085,8488,9394
1815,2002,9,22,7386,9638,297,323,490,1812,1845,3139,6157,6601,6754,7346,8300,17,768,2815,4102,4116,5428,6478,8446,9306,9509
1816,2002,9,25,7770,1316,4624,353,754,760,1181,5273,6106,6173,6319,6432,9829,561,934,943,1500,2606,3952,6004,8435,8485,8646
1817,2002,9,28,7160,8232,793,1120,1752,1868,2560,2813,3832,5014,6471,7859,9430,1701,4150,4291,4790,5092,6333,7183,8431,9400,9817
1818,2002,9,29,8120,6062,8034,246,2192,2489,3434,5246,6674,6736,7980,8076,9005,899,2767,2831,2879,4300,4540,8128,8210,8693,9427
1819,2002,10,2,2759,6275,364,1544,4402,4455,4653,4899,6364,6555,8039,8746,8930,531,1268,2199,2539,4609,4754,6191,6906,8015,8988
1820,2002,10,5,9235,3362,7411,279,703,1950,2050,3263,4247,5298,5362,7059,7905,1324,2089,2195,4453,4777,4837,5173,6976,8124,8282
1821,2002,10,6,5081,8432,6649,671,713,811,1201,1444,4566,6612,8348,8497,8698,150,722,1491,1556,3559,3690,5006,7744,8036,9306
1822,2002,10,9,4431,3668,4810,1985,2800,3449,4650,5999,6363,6946,7658,9203,9978,293,835,1858,4352,5602,6188,6342,6665,9030,9323
1823,2002,10,12,78,8423,1414,181,633,1177,2480,2662,2781,4990,6831,7804,9333,491,5050,5229,5476,5498,6392,8053,8479,9606,9783
1824,2002,10,13,3174,8828,4920,1204,2075,2332,2416,3758,3989,6533,7760,8596,9026,2568,4856,5247,5769,5788,7988,8162,9132,9288,9502
1825,2002,10,16,5591,1075,3985,1698,3416,4061,4166,4190,5954,6020,6787,7176,8370,2280,2461,3212,4781,4787,5231,6575,8697,8976,9642
1826,2002,10,19,1824,2686,5928,540,1122,1491,3258,3550,5178,6150,6999,9080,9333,795,809,1485,2370,3243,3553,6192,7590,9075,9102
1827,2002,10,20,13,2650,6923,4145,4188,4380,4537,6690,6988,7704,8600,8766,9367,2324,2590,2920,3130,6023,6796,6995,8783,8908,9406
1828,2002,10,23,3112,4745,9035,723,744,818,1616,1966,2600,3237,3522,6540,6900,1700,2092,5234,5703,5976,7690,7749,8787,9405,9685
1829,2002,10,26,8820,3445,8475,2467,2638,3862,5189,5201,5314,6088,6865,8578,9386,1586,2116,4112,4982,5117,5629,8351,8995,9847,9973
1830,2002,10,27,5709,4257,4945,144,2529,2736,4549,4572,5412,6053,8677,8819,8860,340,1405,1457,2063,2819,5317,5593,7547,8385,9625
1831,2002,10,30,6796,1243,4751,316,4186,4510,5949,6010,7388,7503,7859,8501,9181,20,2447,3088,3410,4600,5095,6517,6918,8142,9692
1832,2002,11,2,4306,5126,2195,1965,2497,2516,3482,3537,3845,5554,6696,6991,7052,125,497,916,5142,5388,5960,7515,9728,9788,9818
1833,2002,11,3,4952,1227,1513,113,612,1339,1724,3443,3857,5061,5212,6598,8080,1013,1992,2045,3139,3140,5562,5655,8810,9665,9730
1834,2002,11,6,3791,7280,6125,312,371,1037,1974,2689,3285,5878,6110,6325,8088,301,1123,2039,5418,6231,6359,6901,6998,9304,9572
1835,2002,11,9,1576,9993,1752,172,1224,2368,2952,3260,3474,4335,4544,7646,9735,85,462,3870,5858,6551,6768,7544,7598,8983,9543
1836,2002,11,10,5215,4393,6069,1525,1539,1682,2895,3514,5483,5852,6505,8424,9916,1371,2727,3649,5307,5435,6154,7639,7837,9065,9461
1837,2002,11,13,8656,2098,1302,1556,1652,2953,5170,5230,5512,8299,8854,9552,9870,275,2169,2777,3400,3438,4417,5115,7838,8538,9385
1838,2002,11,16,8276,2565,2022,827,1122,4542,4834,5519,6847,7415,7527,8456,9239,1934,2855,3990,4331,4733,6857,7810,8230,9396,9482
1839,2002,11,17,2010,9933,3158,329,1958,2558,4356,4757,4862,6836,7296,7950,7990,519,993,2352,3106,4888,5184,5246,6308,6815,8925
1840,2002,11,20,1230,3445,8730,2977,4043,4261,4597,4622,5692,5694,6781,7057,9930,2394,2551,4228,4992,5687,7480,7598,8104,8511,8568
1841,2002,11,23,9851,1073,8630,620,1011,1425,2901,3997,4055,4484,4537,6242,7868,554,1018,2230,2235,5263,5276,6046,7810,8789,9077
1842,2002,11,24,5280,6708,316,3473,4627,4826,4862,5293,6591,7686,9781,9885,9935,670,1368,2074,3324,3411,5221,5470,5982,7596,8518
1843,2002,11,27,9660,7620,5451,693,4595,5401,5998,6766,7284,7687,7792,8267,9061,463,700,1956,5234,7158,7243,7403,7579,7873,9408
1844,2002,11,30,878,5557,9186,669,676,1636,1838,2001,2413,3778,4267,9505,9659,2287,2392,2428,3994,4450,5002,5395,6484,8136,8483
1845,2002,12,1,9025,2760,3824,2521,3890,4473,5459,6086,6090,6234,6690,7453,9296,1028,2342,3083,5027,5972,6134,7142,7327,7544,8609
1846,2002,12,4,5905,8673,9865,1999,2093,2419,2516,3036,3880,3953,5078,7957,8303,1499,2374,2557,3784,4425,7022,7263,8262,8565,8897
1847,2002,12,7,996,5711,4373,432,734,1286,1812,7240,8182,8456,8581,9463,9998,570,1290,2033,2080,2569,3596,5879,6291,9157,9917
1848,2002,12,8,9572,29,6497,409,663,1049,1602,4763,5154,6591,8131,8690,9926,587,2366,2935,4243,4318,5709,5900,6668,7958,9280
1849,2002,12,11,216,8960,5575,218,1797,1984,2036,2641,2807,8212,8572,8588,9823,758,1532,2590,2841,2996,4279,6447,6945,7759,8521
1850,2002,12,14,7259,5758,3802,1191,2836,3242,3406,3510,3692,5506,7478,8089,9867,880,2311,2388,2616,5285,5980,7323,7919,8485,8673
1851,2002,12,15,452,2090,7430,195,460,786,1935,3747,4988,6569,7763,8294,9908,3154,3750,4063,4070,5231,6726,7838,8024,9576,9923
1852,2002,12,18,348,7188,8461,1410,1501,3825,4020,5019,6454,6679,8314,8644,8819,524,614,2919,3423,3999,4855,7068,7219,7222,9499
1853,2002,12,21,9173,3743,4776,198,832,1532,3496,4141,4937,5811,6099,6458,6880,2172,2403,3574,3652,5179,7105,7229,8173,9070,9621
1854,2002,12,22,7240,9282,9361,2813,3203,4302,5601,6787,7187,7580,8899,9503,9522,368,1474,2458,3645,4085,4957,6610,7374,8715,8753
1855,2002,12,25,7236,960,1182,457,876,2132,2351,3228,4212,4326,4702,7040,8301,169,554,895,1290,3789,4397,5250,7982,8498,9619
1856,2002,12,28,4061,3364,6253,815,1457,1565,3168,3626,7091,7570,7781,8832,9172,4203,5474,6208,6676,7607,7790,8026,8848,9597,9971
1857,2002,12,29,7121,4753,7693,1474,2069,2581,4242,6256,6419,6436,6964,7175,9526,64,262,781,1273,4643,7042,7401,9161,9613,9687
1858,2003,1,1,6228,9398,5047,1214,1732,3309,4391,6399,6738,6918,7475,7946,8782,1407,2241,2664,4765,6137,7437,9276,9708,9776,9924
1859,2003,1,4,2603,2145,6428,247,1276,1669,4979,7221,7298,8342,8607,8873,9500,230,2103,2151,2391,4605,5487,6081,6568,7474,9035
1860,2003,1,5,9456,6635,6941,484,698,833,4990,5265,7730,7830,8294,9361,9990,935,1433,3005,3400,3859,5354,6026,6741,6828,7804
1861,2003,1,8,3942,2821,2025,336,695,1738,6047,6487,6836,7009,8899,9532,9803,2778,5338,6771,7390,7581,7879,8327,9313,9554,9773
1862,2003,1,11,7012,9891,251,947,1746,5317,5826,5921,6248,6770,8447,8486,9954,30,423,800,2548,2724,5568,6366,6991,7159,8434
1863,2003,1,12,2272,3217,2586,53,2547,3155,3231,3853,4361,5074,6829,8678,9286,582,1090,2574,3304,3437,4194,8188,8355,8583,9869
1864,2003,1,15,4616,4087,2803,295,1949,2144,3131,4274,5397,6627,8109,8289,9287,95,940,1295,2132,2349,3402,6843,7350,7534,8385
1865,2003,1,18,6890,5077,202,1607,1839,1929,4052,4691,5082,5418,8174,8637,9866,1090,1464,2756,3355,4272,6023,7285,7911,9553,9720
1866,2003,1,19,6092,694,9757,560,763,2853,4574,5443,6473,6588,7170,8328,8483,886,1619,2108,3073,4211,5547,7470,7655,8030,8517
1867,2003,1,22,7798,953,530,19,77,1913,3139,4450,5719,5741,5790,6200,6682,976,1273,2147,2855,4534,5421,6720,8035,8326,8767
1868,2003,1,25,8898,3328,3075,64,778,969,1264,1820,6879,7958,8588,8703,8743,3066,3782,5530,5850,8602,8653,8750,9021,9672,9944
1869,2003,1,26,3543,6669,123,645,1596,1888,3217,5809,6432,6462,7627,7633,9281,885,2097,2361,3688,4053,4139,5263,6580,6916,9434
1870,2003,1,29,5331,3761,5046,3392,3401,5792,6023,7073,7544,7800,8184,8202,8658,890,2315,2965,4220,4242,5365,6044,6297,6776,9982
1871,2003,2,1,7565,324,3404,840,2713,3144,3744,3896,4909,6317,7683,8467,9551,258,1738,3071,3142,3224,4894,5998,6252,7014,9810
1872,2003,2,2,962,109,7260,149,289,1085,1382,3169,3262,4761,4957,8996,9504,682,2909,4300,5533,6740,7606,9053,9165,9610,9622
1873,2003,2,5,6560,6584,1064,2740,3975,4828,5705,6216,6221,6316,8095,9888,9999,1793,2825,3015,3906,5245,5570,7316,7886,9371,9631
1874,2003,2,8,2577,5894,8472,832,1133,2791,4169,5175,6503,6900,6919,6946,8823,768,1199,1620,2685,3207,4887,6062,6276,8501,9095
1875,2003,2,9,4122,956,9702,2078,2808,4547,5354,6066,6826,8916,9100,9523,9699,127,2346,3527,5447,5607,7385,7687,7690,9163,9385
1876,2003,2,12,5579,7523,9693,1123,2454,2546,2613,2991,4610,4652,7026,7470,7531,100,2048,3377,3425,3501,7088,7793,7979,8211,9945
1877,2003,2,15,4455,7567,778,599,892,973,2895,4561,4791,5317,6114,7893,9486,228,667,800,1687,2596,3029,3679,4781,5179,8818
1878,2003,2,16,296,5121,3130,148,1827,2673,3286,4505,5551,5660,6325,8475,9451,2801,4578,5907,6073,6182,6796,7657,7831,8164,8346
1879,2003,2,19,391,3964,3447,1627,1921,3877,4673,5215,5283,8025,9066,9363,9452,1535,2397,2905,3467,3733,5515,5659,6220,7396,7786
1880,2003,2,22,7918,8572,8392,2,1568,2358,3017,4143,4715,5738,7528,8529,9734,1745,1854,3155,4295,4370,4422,4530,7387,7430,9174
1881,2003,2,23,6482,3384,8306,1140,1634,2980,3824,3887,6880,6953,8813,8996,9242,571,2215,2873,3546,5037,7081,7209,7379,7441,9346
1882,2003,2,26,9674,2722,1385,1728,1850,2931,3029,3253,4140,4888,5178,6644,9199,410,946,2059,2399,2442,3231,3906,7680,8540,9551
1883,2003,3,1,7917,3749,164,281,3313,4110,4258,5246,6734,7705,7991,8393,9540,610,1758,2431,2950,5210,5686,7348,7354,7628,7687
1884,2003,3,2,9683,1774,3714,74,2465,3038,4007,4597,5509,6988,7208,7575,9782,985,2390,2749,3064,3470,3481,7115,7423,7867,8770
1885,2003,3,5,7091,1385,9544,821,1545,1581,2629,2846,2890,5830,8474,9199,9306,1998,3193,3432,3775,4835,4960,5472,5563,8775,9252
1886,2003,3,8,3615,9096,9006,9,659,895,1228,2112,5626,7259,8416,8443,8735,599,1498,4074,4352,5348,6509,7319,7566,9087,9535
1887,2003,3,9,1528,2697,8594,1281,1560,2009,2782,2831,5117,5247,5275,6453,9686,391,439,729,899,2591,2615,2693,5144,6492,7219
