id,year,month,day,1st,2nd,3rd,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
2727,2008,7,20,5790,7365,6761,599,2238,2324,2621,3012,5310,5704,5810,6225,9079,371,689,2088,4102,4583,6191,7235,7641,8253,9831
2728,2008,7,23,4651,1728,902,585,2288,5843,6331,6357,7001,7596,7742,8504,8799,519,3719,4467,4906,5204,5338,5861,6314,8637,9445
2729,2008,7,26,7889,8754,5974,156,1570,2633,2743,2918,3119,4930,5685,7492,8943,1896,2208,2899,5925,5998,6318,7154,7529,8962,9918
2730,2008,7,27,7796,6945,8541,422,857,1139,1639,1664,3577,4326,5856,6913,7425,253,1528,2605,3189,3542,5614,7201,8608,9209,9569
2731,2008,7,30,5339,8669,6461,790,1137,2133,2520,3419,3585,3681,4292,4750,8270,69,1448,2060,2163,2407,3391,3405,5885,6387,6595
2732,2008,8,2,3493,8662,2135,939,1538,4043,5397,6709,6721,7469,8338,8447,8772,144,1126,1449,2714,3709,4498,7057,7164,8280,8584
2733,2008,8,3,7853,2629,6356,1125,1758,2193,2769,4209,7223,7251,8494,9149,9160,1902,2812,3663,4944,6650,7326,8091,8212,8979,9520
2734,2008,8,6,8817,6043,7114,1098,6235,6350,6606,6723,6745,8472,8477,9282,9601,681,1675,1938,2684,5545,5701,6151,8446,8901,9753
2735,2008,8,9,4046,1780,2892,774,1545,1784,2572,2812,4884,7588,7842,8809,9424,436,1408,1430,2245,4034,5397,5648,5988,8206,9493
2736,2008,8,10,7126,823,4875,784,2162,2452,3605,4029,5247,5645,6164,6676,7172,933,1237,1949,2370,3080,5754,6049,6207,6932,7550
2737,2008,8,13,2381,9923,5688,1042,1343,1729,1899,1941,4545,8705,8716,9860,9896,1307,2438,2486,2696,2843,3867,5884,6032,6338,7610
2738,2008,8,16,2320,6340,518,610,816,1391,1583,2868,4729,5438,7639,8491,9686,493,572,4053,5015,5077,5140,6303,6834,7139,7801
2739,2008,8,17,1725,7270,5135,385,1077,1810,3231,4519,5106,6297,6740,8094,9074,344,1058,3046,4524,5678,7731,8781,8983,9554,9581
2740,2008,8,20,5172,6041,7714,602,2009,2313,2869,3908,5401,5471,6095,6794,8955,87,952,1711,2811,3793,6975,7122,8827,9521,9701
2741,2008,8,23,6240,925,2264,1114,1976,3624,3983,4329,4448,4770,6561,8799,9073,1663,1705,2976,3037,4121,4466,6212,6788,7798,8733
2742,2008,8,24,4726,969,2701,409,531,537,835,1805,3497,3885,3901,7365,9447,1285,1661,1904,2103,2365,3693,4298,4449,4518,9856
2743,2008,8,27,8342,8397,3873,34,1757,1909,2142,2951,4535,4635,5204,5307,6252,952,2550,2698,4161,5478,6323,6442,6511,6644,8726
2744,2008,8,30,9510,1541,2738,252,337,1016,1441,2994,3005,3452,5059,8853,9707,104,2637,3898,4097,4127,5419,5547,6046,8262,8974
2745,2008,8,31,7518,6309,5925,44,321,987,1089,1373,2313,7559,7641,8059,9008,1000,5670,5789,7864,8252,8860,9000,9174,9653,9680
2746,2008,9,3,4195,4196,6780,242,514,1625,2103,5515,5848,7256,7742,9706,9875,132,967,1613,3072,3236,6182,6378,8307,9905,9972
2747,2008,9,6,9312,7635,2129,519,3643,3948,4198,4940,5837,6302,6458,7686,9473,2245,2297,2592,2944,3101,3137,3346,4280,5167,8759
2748,2008,9,7,7825,8593,4571,1626,3042,3216,3706,3934,4083,6025,6104,6797,7108,567,2218,3260,3601,4878,5592,7249,7317,7927,8298
2749,2008,9,10,4198,1209,7018,883,1942,2770,3310,6473,7479,7694,7846,8853,9144,1631,2615,2756,3179,4593,5381,5576,8540,8636,8968
2750,2008,9,13,8525,1188,4123,127,1418,1765,2113,2520,2688,3487,6350,7166,9877,938,1624,2011,2142,2614,3060,3550,6102,6378,7106
2751,2008,9,14,9626,6769,796,817,1732,2375,4187,6020,6229,6249,7590,8200,9029,1486,2332,3973,4024,4697,5620,7181,8426,8755,9833
2752,2008,9,17,4367,7998,3298,537,637,1740,1797,2748,3642,4398,5489,6811,8559,222,222,1332,2049,2234,7513,7833,8612,9148,9469
2753,2008,9,20,4705,4158,32,1340,1775,2038,2235,3420,3423,4347,4551,6988,9942,1658,2275,2403,2635,2675,2795,6066,7422,7523,8329
2754,2008,9,21,5459,8652,1755,311,1152,1384,2271,2336,3740,4961,7095,7361,9381,96,790,2728,2942,3084,3882,5245,8274,8441,9094
2755,2008,9,24,6698,8250,1206,899,1036,2559,3688,5057,5881,7552,7738,9152,9166,2223,2723,3095,3347,3374,3376,3911,4105,4662,8213
2756,2008,9,27,9072,7415,1057,781,1548,3532,3926,4817,5860,6290,7383,8225,9284,2447,2451,2652,4242,4287,5915,6363,7696,8173,9820
2757,2008,9,28,3225,8983,8832,137,1791,2137,4085,5382,5602,6334,6867,7234,7383,1059,1705,3227,3906,4912,5512,6720,8070,8502,9632
2758,2008,10,1,6947,1893,5487,254,2095,3257,3989,4100,4840,5624,6886,7286,9276,248,454,2914,3249,5405,5876,6070,6816,6862,7436
2759,2008,10,4,5260,664,223,475,490,1433,2217,4995,6829,7018,8387,8456,8665,2044,2102,2517,3208,3276,3611,4841,6126,7088,8184
2760,2008,10,5,7751,9853,8417,608,1127,3180,4246,4449,4529,6730,7642,8956,9313,1172,2185,2706,3655,3667,5548,5700,8257,9514,9633
2761,2008,10,8,1298,8163,7429,1054,1719,4852,5276,6158,6234,6410,6589,6739,9725,3,734,1767,2148,3039,6028,7142,8344,8413,8987
2762,2008,10,11,6373,8883,2397,555,2098,2732,4160,6544,7134,7271,8579,9129,9750,739,1264,3235,4070,4820,5830,6437,7437,8232,9771
2763,2008,10,12,8658,6365,5337,394,420,1749,2515,4241,5386,6269,8113,9395,9465,4178,5373,6546,7849,8022,8240,8342,8570,8702,9462
2764,2008,10,15,418,4241,6757,262,521,1132,1664,1742,4053,4334,4809,5082,5911,401,829,1264,2524,7120,7380,8138,9548,9710,9995
2765,2008,10,18,212,9696,7310,1179,1348,2082,2569,4362,4979,5713,8220,8346,9546,523,1047,2248,2271,4151,4679,7573,8289,8981,9455
2766,2008,10,19,3948,1582,7132,501,3028,5426,6519,7048,7245,7999,8094,8642,9125,196,320,2246,3843,4422,5606,5738,7526,9269,9541
2767,2008,10,22,5410,6126,5468,100,182,1697,3056,4840,5789,8050,8606,9112,9489,413,3636,4484,5599,6208,7235,7265,8616,8935,9593
2768,2008,10,25,2833,8276,1949,35,4273,4518,5270,5888,8205,8674,9183,9476,9759,22,148,1758,3394,4856,5216,6073,6200,7810,8153
2769,2008,10,26,4135,7563,6225,1052,3141,3345,4908,5065,5622,5977,7280,7793,8334,713,1100,2214,3566,4192,7632,7718,7959,9108,9644
2770,2008,10,29,8726,8546,7271,22,1729,3412,3714,4336,4938,5084,5388,7124,9180,464,716,916,5198,5817,6067,7754,7816,8171,9526
2771,2008,11,1,764,8050,3092,1859,2928,3266,4560,5996,6357,6833,7503,7864,9464,1098,1917,2864,5210,6129,6384,6500,6689,8423,9002
2772,2008,11,2,5562,2401,561,763,859,2708,2745,2997,3689,3860,7565,8366,9756,116,565,1169,1884,4725,7100,7386,7948,8273,8492
2773,2008,11,5,4610,1907,5288,1469,3484,3811,4245,4838,5780,6322,6629,6927,8619,143,2074,2635,3527,5530,7696,8764,9442,9683,9741
2774,2008,11,8,4753,3694,3514,906,1936,1959,2400,3525,5328,6063,7084,7294,8118,1744,1745,1804,3004,4662,4901,5721,7013,8668,9735
2775,2008,11,9,5883,3751,4449,1087,1110,2917,3475,4770,6439,7252,7466,8038,9929,1357,5984,6185,6407,6874,7039,8564,9589,9794,9823
2776,2008,11,12,3976,6230,1698,2268,3492,3565,4086,6335,6911,7230,7240,7717,8604,925,1002,3155,3873,4171,4630,5208,7999,8932,9198
2777,2008,11,15,3724,7600,9061,719,2482,3801,4926,6552,6870,7078,7102,7795,8707,114,293,3233,4008,4438,6936,7824,8191,8549,9361
2778,2008,11,16,2992,2000,9233,358,1842,3203,3601,3999,5685,7022,8101,8161,9826,1101,2962,3771,4716,5112,5524,6915,9703,9733,9981
2779,2008,11,19,3570,4561,5638,1199,1472,2550,3880,5667,6449,6528,7463,9079,9797,643,2116,3813,4040,5297,5962,6406,6743,6816,8552
2780,2008,11,22,4640,3861,6888,219,1460,1686,1721,3552,3648,5171,5284,8125,8398,111,702,910,935,2117,2872,3140,6127,6415,9849
2781,2008,11,23,9329,6121,9951,862,2227,2842,6182,7450,7832,7889,8242,8448,9464,39,153,874,1372,1633,2957,3838,4903,6659,9017
2782,2008,11,26,2312,6926,3772,343,2292,2935,3090,5961,6643,8414,8770,9434,9790,1546,3481,4632,5008,5442,6002,7234,7559,8564,8803
2783,2008,11,29,9981,1770,2052,1787,4401,5288,5561,5683,6026,6052,6932,8912,9690,53,1614,2412,3257,3351,3657,5323,6965,7164,9164
2784,2008,11,30,3134,1167,9,171,732,5014,5128,5587,6041,7158,8112,8698,8940,387,1100,2372,4262,5299,5396,6588,8025,8098,9404
2785,2008,12,3,6979,2958,8474,17,41,471,1207,2126,4320,4528,4921,6318,8305,2884,3352,3509,5275,6519,7778,7855,9192,9476,9941
2786,2008,12,6,3592,2073,3768,635,883,1996,2676,2926,4381,5271,6015,9027,9734,1713,3165,3194,4349,4523,5639,6736,7247,7622,9263
2787,2008,12,7,7521,6188,7398,367,765,3071,3906,4319,7611,8312,8411,8824,9603,87,3493,4121,5296,7075,7894,8441,8740,9436,9510
2788,2008,12,10,9474,3552,9038,1080,4106,4593,5927,5989,6094,6187,8873,9140,9876,408,2347,2965,4054,5224,6501,8561,8914,9417,9947
2789,2008,12,13,2112,766,9573,1087,1626,1668,1902,2003,2868,3358,4671,8053,9830,1664,1881,2232,3192,4580,6395,7011,7511,8522,8837
2790,2008,12,14,4953,7779,6399,214,1090,1698,4697,4976,5491,6924,8081,8572,8760,367,458,793,1341,2409,2987,5520,5530,5756,8793
2791,2008,12,17,8798,5547,9278,68,96,931,1441,5721,6228,6531,7010,8379,9646,2366,2561,3272,3555,4080,5573,5919,7939,8404,9994
2792,2008,12,20,2964,6797,7837,1344,1346,1511,2522,3483,5803,7155,7370,8110,9742,3475,4182,4640,4696,5187,6930,6969,8834,9053,9224
2793,2008,12,21,7495,3125,4493,906,1354,1392,5679,5907,6756,6948,7358,9788,9824,275,1346,1419,2821,3410,4658,4789,5516,7409,9212
2794,2008,12,24,3508,1482,9549,743,1174,1395,1844,2509,4849,5918,6398,7260,8677,182,949,1165,2946,3137,5077,5800,6995,8206,8380
2795,2008,12,27,6679,4344,4394,1021,2190,3181,3556,4105,5011,5259,6203,6227,7507,706,1031,1412,2587,3128,3890,8401,8649,8700,8775
2796,2008,12,28,2394,8286,9759,1824,1864,3138,4003,5043,6096,6519,8816,8902,9516,1183,1946,2421,4099,4238,4852,5306,7097,7670,8967
2797,2008,12,31,4649,8636,7788,1618,2011,2515,5907,6861,7065,7996,9398,9617,9821,1758,2604,3372,3858,5360,5687,5820,7752,8819,8984
2798,2009,1,3,4373,3960,8757,1212,1565,2061,2249,3603,5934,6668,7224,9253,9499,582,3275,3391,3464,3515,3782,5335,6724,8336,9559
2799,2009,1,4,8060,4297,3434,136,340,740,1151,3683,4515,6215,6435,8291,9618,50,2852,3251,3887,4791,6017,6688,7119,7526,9208
2800,2009,1,7,2506,168,571,487,3895,3995,4448,5517,5688,6275,6768,7048,9222,494,955,2068,2964,3098,3257,3579,7102,8553,9935
2801,2009,1,10,9909,5530,381,911,1439,1727,1774,4283,4766,4917,5711,7759,9805,2906,3267,3335,3715,4473,4638,5925,6337,7507,8013
2802,2009,1,11,8207,6119,4850,1697,2463,2609,4451,4649,5535,6611,7393,7448,9118,1838,2551,2744,3399,4903,6003,7917,8626,9371,9581
2803,2009,1,14,858,9216,4316,1498,2818,2906,3318,3691,3732,3987,4087,9262,9400,441,1082,3968,5611,5931,6532,7208,7751,8763,9214
2804,2009,1,17,3064,7058,8834,1081,1172,2357,2377,4417,5561,8414,9072,9671,9752,565,1725,1785,2202,2302,2504,7035,7316,8644,8852
2805,2009,1,18,8214,5922,6712,1275,3225,3309,3917,4537,5051,5156,6458,9065,9425,235,979,1250,3660,3754,6503,8165,8309,8672,8994
2806,2009,1,21,5370,700,1327,448,948,1954,2163,4292,7098,7559,7561,8015,9787,597,1791,2370,3542,4063,4919,5657,5788,6529,9813
2807,2009,1,24,5706,6446,4836,560,1884,3216,4763,5690,6746,7116,9021,9423,9626,79,373,969,1508,3506,4849,7611,7674,7741,7905
2808,2009,1,25,3761,1812,8334,951,2915,4515,5275,5777,6560,6751,6763,7461,8644,57,1521,3435,3635,4424,4464,6715,7003,7852,8541
2809,2009,1,28,3423,8009,9187,1601,2685,3507,5166,6112,6113,6972,9168,9516,9898,1358,2471,4787,4841,4847,5164,8471,8795,9051,9309
2810,2009,1,31,4387,3615,3792,1098,1438,2256,3096,3473,4964,5158,5878,7142,8896,193,204,672,920,1029,1999,2961,4465,7008,7861
2811,2009,2,1,2867,9845,9465,203,462,1913,3558,3840,4659,5442,7824,7838,8905,395,460,732,2228,2413,2956,5388,7860,8039,9421
2812,2009,2,4,2705,4988,2446,977,1694,2358,2729,4458,5475,6093,6173,6766,9770,148,580,2099,2593,5453,6122,7568,8250,9402,9583
2813,2009,2,7,1631,8631,2175,1441,1828,2159,2684,4898,5112,5452,5635,6429,8206,1368,2567,2861,3423,4867,5662,7617,8005,9448,9618
2814,2009,2,8,3169,5770,4642,1407,3629,4490,5283,7071,7688,7772,8291,8453,9653,2,691,1680,4054,4386,4421,6094,6462,6579,7775
2815,2009,2,11,1327,7741,3859,665,812,1327,1745,2475,3728,7751,7885,9089,9873,1268,2450,2699,3808,5025,5524,7560,7808,8630,9061
2816,2009,2,14,5279,8409,2195,1950,2728,3117,3874,4416,4482,5278,5313,6230,7928,853,1031,1691,2466,4701,5370,5481,6828,8012,8473
2817,2009,2,15,6776,2151,2385,4665,5541,5728,5868,6714,8037,8217,8600,9582,9755,869,1350,1770,3477,3535,4519,6408,6439,7042,9291
2818,2009,2,18,7985,39,2975,1579,4252,4500,4822,5241,5691,6785,7249,8666,9325,1010,1188,2287,5943,6384,7384,8216,8506,8520,9307
2819,2009,2,21,2793,9909,9152,1089,2170,2977,3271,4445,4603,5217,6000,6132,6631,780,2394,2961,4829,4880,5291,7765,8029,9564,9734
2820,2009,2,22,6428,4172,4966,1823,2383,2605,2831,4482,6457,7291,8277,8909,9604,1714,3933,4151,4271,4309,4423,7396,8015,8475,9376
2821,2009,2,25,4759,978,3007,72,1329,2038,2098,3180,3683,5504,5541,5909,8703,1373,1466,1845,2257,2855,3061,4714,7256,8020,8656
2822,2009,2,28,8643,525,6222,2182,2348,2982,3716,3795,4128,5119,6798,7511,7572,328,879,2062,4313,4664,6090,7426,7443,7762,9158
2823,2009,3,1,9763,2504,4185,159,1167,1433,1869,1948,3104,6576,7684,9545,9850,810,931,1441,1850,2439,5682,7282,7826,9183,9663
2824,2009,3,4,93,8415,1987,550,2073,2091,2799,3867,4110,7916,8109,9305,9366,1245,3441,3890,4052,4437,5366,5375,7106,7228,8917
2825,2009,3,7,9470,1538,793,1101,1121,4351,6287,6655,6790,7496,8397,8718,9251,1962,4353,4430,4763,5812,5868,5977,6479,6731,7450
2826,2009,3,8,6750,2927,372,112,1196,1729,2943,4480,6829,7734,7816,8182,9924,194,639,1814,2112,6020,6429,7398,8041,8320,9257
2827,2009,3,11,8659,7102,8583,2351,3371,3966,4818,5766,5812,7573,8596,8927,9411,498,732,1730,2970,3662,3703,4860,7511,8578,9219
2828,2009,3,14,1577,6742,9047,1123,3105,5072,5714,6135,6671,7592,8128,9164,9425,722,1299,2303,2825,3418,6331,6806,7055,9178,9936
2829,2009,3,15,5934,5454,7424,269,1682,2121,2271,4287,5520,6444,7294,7643,7978,1515,1774,3038,3117,3445,5361,6822,7924,8258,9033
2830,2009,3,18,9154,8134,5445,496,747,4447,5202,5293,7052,7323,8299,9106,9795,10,39,1878,2879,3029,3466,5246,6438,7384,7482
2831,2009,3,21,8660,9670,1801,633,1375,5339,5713,5859,6818,8101,9558,9662,9979,1355,1896,3596,3717,3758,6510,8194,8507,8926,9977
2832,2009,3,22,3270,2302,4413,1116,1731,1952,3215,4085,4114,6908,8109,8930,9884,2118,3296,4476,4520,5066,5821,7030,8268,8719,9401
2833,2009,3,25,1865,9892,4977,1590,2394,3160,4104,4174,4791,5910,6588,6617,7518,814,1133,3392,3916,6843,7274,8137,8977,9098,9147
2834,2009,3,28,8387,1420,3422,926,1358,3342,5970,7516,7753,7905,8186,8453,9791,2890,3100,3756,4186,4335,5474,5923,6504,6627,8407
2835,2009,3,29,1660,4040,3868,1148,2251,3332,3531,4671,7037,7691,8093,9728,9779,258,416,2258,2311,2585,4359,5518,7006,9802,9914
2836,2009,4,1,6748,813,9452,1662,2061,3084,5269,5619,6711,7427,7503,7855,8421,92,2011,2453,4193,6079,6102,6813,6916,7231,7238
2837,2009,4,4,9158,8747,7659,1493,1976,2131,2342,3790,5033,6065,7698,8510,8770,607,1302,4046,4197,4284,6049,7789,7946,8072,9390
2838,2009,4,5,2683,8408,3228,9,1996,2092,2151,3373,3620,3742,5871,8985,9218,627,872,1001,2467,4360,4894,7338,8201,8492,9964
2839,2009,4,8,141,3713,6349,284,670,4476,4908,5259,6573,6612,7567,7922,9728,476,798,3738,7229,7472,7538,8056,8094,9408,9461
2840,2009,4,11,8804,9329,1590,167,1187,3209,3287,4954,6099,6272,6544,7673,9497,2310,3388,3796,4643,4761,6930,7811,7966,8427,8972
2841,2009,4,12,6829,1087,5057,874,2113,2368,2486,2572,2953,3566,5720,6526,9533,270,1500,2178,2355,3516,3580,6474,6833,7761,8234
2842,2009,4,15,4760,7863,7633,585,1519,2986,4657,5085,6224,6397,6764,6817,8812,1121,1487,1799,1851,4788,6025,6845,7025,8011,9604
2843,2009,4,18,1809,6252,7934,212,898,1460,5872,7449,7810,7862,7948,8318,9643,1424,2645,2718,3616,4469,5219,5821,7016,7628,9303
2844,2009,4,19,7135,7516,5981,2708,3430,3440,3914,4731,6322,6455,7142,7646,7722,298,4849,5603,6106,6900,7740,7878,7913,9079,9239
2845,2009,4,22,7068,5295,9741,22,854,1121,2182,4836,5663,5770,6537,7956,8867,829,2228,2927,3925,5254,6258,6383,7311,9411,9719
2846,2009,4,25,4444,9548,4946,2711,3836,4702,5861,6912,7295,8350,9174,9417,9728,92,1318,2025,2846,3861,3991,4244,6993,7719,8794
2847,2009,4,26,7166,6127,2452,271,744,2250,3009,3352,3546,3729,7357,9048,9230,792,2882,3297,5498,5562,5996,6226,8820,8883,9622
2848,2009,4,29,5371,2753,3695,535,1942,2885,3726,4049,4646,6538,6612,6744,7592,854,1849,3052,3936,4616,7140,8942,8993,9757,9800
2849,2009,5,2,113,3693,4856,938,1003,3818,4041,4490,5777,6434,7067,9151,9250,49,820,902,3283,5365,5579,6149,8162,8452,8721
2850,2009,5,3,8279,1376,4017,263,2289,3130,3586,4164,4507,5129,7968,8454,8534,1279,2114,2130,3605,3642,4337,5374,5910,6289,9488
2851,2009,5,6,9255,3097,3336,12,1033,1058,4004,4295,4790,5897,5991,8856,8895,391,1273,2803,3482,6386,6548,7903,8200,9483,9741
2852,2009,5,9,9012,3175,6683,809,1614,2868,2929,3416,4334,6751,7856,8351,9566,565,872,1771,2167,3489,3559,4441,4636,6526,7079
2853,2009,5,10,3514,5043,3552,2253,4196,5186,5229,5669,6432,7752,8157,9191,9638,2115,2717,2866,4007,5501,5877,7132,9560,9579,9845
2854,2009,5,13,5402,1820,4050,1930,2119,2786,3267,5831,7004,7590,7875,8496,9785,1785,2274,2309,2565,2831,4035,4525,6081,7220,7921
2855,2009,5,16,8634,9411,3227,90,1235,1564,1808,3681,3747,4271,4532,5420,7346,611,1261,1388,1631,2064,3604,4464,5763,7619,8622
2856,2009,5,17,2243,3167,69,779,2387,4130,4411,6049,6760,8033,8079,9296,9931,544,662,2918,3908,4726,5164,8024,8063,8264,9911
2857,2009,5,20,6425,6162,5389,75,1626,2003,2028,2736,3409,3718,6104,9670,9991,258,2786,5024,5412,6521,6560,6894,7366,8584,8788
2858,2009,5,23,9762,8605,7415,112,938,2294,4641,4795,5192,8209,8640,9253,9442,12,1361,2253,2637,5518,5740,6696,6820,7915,8197
2859,2009,5,24,148,5279,4590,408,2072,2468,4857,5042,5350,7292,7456,8876,8943,42,1354,1654,2809,4510,4931,6446,6824,7654,9350
2860,2009,5,27,4671,4626,1729,665,1697,3548,4145,4366,4828,4839,6925,8603,9758,308,813,907,1445,1599,1673,3720,3913,6953,8262
2861,2009,5,30,9853,1377,7400,95,243,1125,4681,4700,5599,6329,6660,6858,7434,3916,3952,4002,4724,5709,7994,8564,8670,8734,9199
2862,2009,5,31,6184,7280,2888,1479,2182,2260,2443,2602,3911,4060,7168,8125,8907,506,1002,1540,2237,3576,4357,4778,5505,7468,8278
2863,2009,6,3,2612,5389,3538,27,74,102,858,3022,4795,5071,7329,7613,9619,99,278,1001,1055,2517,4558,5004,5467,9712,9765
2864,2009,6,6,7837,2547,2589,8,1322,1998,2931,4371,5905,6595,8221,9104,9178,384,3478,4431,4858,4987,6158,7946,8724,8997,9346
2865,2009,6,7,5853,6421,981,852,2102,2757,3320,3438,4906,4933,5118,7774,8358,1050,1855,2093,2715,4244,6308,6737,7111,8639,9304
2866,2009,6,10,1775,9561,2931,2516,4473,5965,6142,7115,8075,8410,8424,9105,9664,1041,1723,2045,2146,3350,4073,4963,6254,6630,8046
2867,2009,6,13,6317,8635,8734,946,1932,2449,3218,5290,5466,6635,7006,7212,9685,0,1129,2809,3087,5106,5203,6414,6548,7333,8507
2868,2009,6,14,317,8949,485,1445,2350,6150,7247,8044,8091,9405,9585,9713,9814,318,583,1420,4360,4425,5828,6727,7637,8350,9902
2869,2009,6,17,3065,797,6147,777,1785,3748,4771,5790,8652,9267,9388,9475,9848,355,1190,4467,5220,5491,5628,6939,8119,8162,9167
2870,2009,6,20,5802,4284,4784,331,743,3310,4115,4300,4354,6484,7702,8870,9749,1666,2214,3112,3320,4672,5418,6693,6726,7934,9389
2871,2009,6,21,8220,6233,459,524,1351,3555,3701,3713,4821,5478,8759,8793,9245,947,2409,2687,4729,5373,7671,7730,8944,9091,9832
2872,2009,6,24,2290,1584,2051,1102,1178,1811,3012,3342,4006,4407,6390,8144,9775,702,876,1282,4849,5740,6296,7352,7814,7835,8166
2873,2009,6,27,8994,3509,8380,800,918,3498,5782,5994,6416,6602,6636,9500,9869,48,939,1629,2501,3528,4035,4059,4791,8787,9816
2874,2009,6,28,3280,5398,3265,448,647,804,1398,1633,4402,7817,8757,8941,9019,1383,2248,3571,5096,5316,5834,5979,6627,7305,9328
2875,2009,7,1,3452,4988,8999,1949,2129,2496,2613,4977,5432,7628,7847,8340,9407,1334,1755,3939,4141,4240,5049,6643,6799,7657,7978
2876,2009,7,4,7135,9456,6647,90,207,2471,4156,4906,6879,7612,8603,8662,9375,3243,3420,3805,4413,6161,7017,7439,8235,8913,9976
2877,2009,7,5,1004,6440,4719,1464,2201,2902,3702,4077,4149,5149,5605,6698,7824,1390,2328,2356,2700,3793,4590,5638,7202,7827,7955
2878,2009,7,8,1540,4911,8283,154,2781,3212,4596,4760,5599,6625,7706,8365,9810,81,2212,4795,7190,7603,7695,7785,8543,8869,9390
2879,2009,7,11,6764,4118,3569,534,3892,3982,4134,4185,4940,5870,6366,8438,9552,1005,1752,2051,2804,2809,5239,6914,7466,8713,9607
2880,2009,7,12,5317,8852,9261,402,2643,3245,4788,4891,8154,8304,8618,9184,9404,194,2049,2265,4774,5309,6945,7667,8639,9337,9457
2881,2009,7,15,2620,6030,8717,289,382,628,784,1310,2658,6348,8066,8145,9544,703,1909,2626,2749,3815,4427,5827,6157,6347,7091
2882,2009,7,18,5601,6748,5574,54,79,477,2815,5399,5596,6570,6903,7707,8919,318,719,969,1948,3873,4604,5652,5876,6463,7477
2883,2009,7,19,6518,7276,5964,1692,2008,2311,3948,5441,6237,7346,8958,9541,9676,227,828,2171,3955,4060,5020,6218,7031,7415,9045
2884,2009,7,22,780,5336,2866,1131,1716,2076,2570,4552,4614,5518,6044,8210,9189,1925,2314,2797,3366,5829,6353,7250,7538,7709,8641
2885,2009,7,25,2876,9072,4252,1767,2690,4083,5386,5787,6036,6260,6406,7370,7480,341,1258,2105,3556,3685,3964,4131,6067,6152,6480
2886,2009,7,26,9268,1846,6474,701,956,2568,4541,5299,6016,6650,7854,8847,9737,1337,2740,3818,3858,4197,5083,6542,8093,8498,9819
2887,2009,7,29,2606,9117,9652,202,468,815,1455,1816,2667,3146,5843,8433,9708,1501,1916,1957,2278,3148,6174,6497,6620,7295,9030
2888,2009,8,1,7028,8391,3873,2107,2126,2237,4024,4940,7093,8128,8145,8521,9307,308,468,873,1175,1459,2056,3534,4206,4492,8759
2889,2009,8,2,2168,1749,520,2264,3106,4585,6019,6298,6934,7434,8541,9102,9214,347,400,3977,4322,5115,5903,6048,6407,8959,9337
2890,2009,8,5,9425,4848,283,421,839,1355,2512,3806,4761,4940,6853,7286,7553,210,2260,3325,5501,6667,7761,7895,8829,9225,9443
2891,2009,8,8,8152,3797,9906,1077,3460,3925,4042,4561,6218,6296,7586,7970,8094,826,2492,4181,5228,6449,6965,7364,7965,8699,9851
2892,2009,8,9,3241,4493,2155,1617,2139,2496,4480,5652,6166,8513,8897,9399,9453,1039,1834,3185,3242,3570,4225,5136,5417,5941,8366
2893,2009,8,12,9249,4957,6383,816,2632,2815,3380,5331,6861,8610,8838,9020,9313,261,1202,4967,6165,6541,7216,7385,7869,8731,9586
2894,2009,8,15,3098,8356,5046,184,269,470,3321,4277,4696,5163,5525,7941,9056,726,1437,3466,4158,5647,5878,6453,6870,9095,9948
2895,2009,8,16,2989,6137,9895,685,808,2498,3429,3744,4132,4929,5581,8606,9294,177,1112,1730,2550,3578,6330,6708,9321,9461,9892
2896,2009,8,19,4082,7089,701,1296,1397,2737,3199,3347,3914,4849,8381,8447,9700,780,1234,2955,3778,4145,5367,6875,7875,7876,8319
2897,2009,8,22,1154,8508,7166,348,882,1655,2809,3147,4415,4946,6249,7417,8745,1588,2183,2690,3899,4557,7755,8044,8213,8417,9761
2898,2009,8,23,9209,1148,4085,973,1002,2102,2175,3445,4282,4620,6129,8395,9833,530,988,1235,4651,4912,7414,7730,7752,7984,8884
2899,2009,8,26,114,6779,1616,1020,1292,1301,2196,2528,2823,3076,3781,9323,9774,183,730,3424,5898,6055,6305,7709,7901,8327,9644
2900,2009,8,29,8188,4951,3519,1491,1727,2021,2074,3175,3331,5534,5762,6286,7906,161,837,3031,3122,4349,4671,5286,5959,6272,8762
2901,2009,8,30,225,6445,7886,24,680,1882,2544,3733,5345,6356,7474,7475,7634,866,1586,4016,4197,5118,6051,6487,7391,9035,9291
2902,2009,9,2,9041,9003,8030,276,456,2009,3605,5349,5779,6474,8123,9208,9562,511,723,823,1138,3644,6880,7450,7787,8763,9853
2903,2009,9,5,706,5550,8211,1322,1557,2106,2374,3654,3985,5074,8772,9303,9448,1268,2156,2190,5021,5703,5763,6051,7299,7835,7839
2904,2009,9,6,7573,7879,6650,104,605,2176,2866,3532,3688,5594,6225,7671,8989,502,994,2171,2814,3891,4358,5507,6286,9184,9480
2905,2009,9,9,3421,654,9810,48,1120,1490,1711,2951,5279,5647,6563,8481,9706,513,1420,4706,5978,6260,6274,6931,7106,7125,9322
2906,2009,9,12,1871,3007,7365,74,775,1272,2165,6778,7241,8292,8641,9336,9701,1811,2029,3227,3702,3771,4112,6566,8616,9039,9180
2907,2009,9,13,6524,2468,1361,2174,2942,3299,4116,5793,5828,6140,8589,8646,8996,799,1801,2234,3717,5351,5574,5669,6141,6487,6738
